Circonscription,province,parti,Date de début,Date de fin,nom,genre,legislature,urlPhoto
Cariboo—Prince George,Colombie-Britannique,PCC,2021-09-20 00:00:00,,Todd Doherty,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/DohertyTodd_CPC.jpg
Don Valley-Nord,Ontario,Ind.,2021-09-20 00:00:00,,Han Dong,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/DongHan_Lib.jpg
Simcoe—Grey,Ontario,PCC,2021-09-20 00:00:00,,Terry Dowdall,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/BeechTerry_Lib.jpg
Red Deer—Mountain View,Alberta,PCC,2021-09-20 00:00:00,,Earl Dreeshen,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/DreeshenEarl_CPC.jpg
Glengarry—Prescott—Russell,Ontario,PLC,2021-09-20 00:00:00,,Francis Drouin,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/DrouinFrancis_Lib.jpg
Bourassa,Québec,PLC,2021-09-20 00:00:00,,Emmanuel Dubourg,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/DubourgEmmanuel_Lib.jpg
Québec,Québec,PLC,2021-09-20 00:00:00,,Jean-Yves Duclos,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/DuclosJeanYves_Lib.jpg
Winnipeg-Sud,Manitoba,PLC,2021-09-20 00:00:00,,Terry Duguid,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/DowdallTerry_CPC.jpg
Stormont—Dundas—South Glengarry,Ontario,PCC,2021-09-20 00:00:00,,Eric Duncan,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/DuncanEric_CPC.jpg
Willowdale,Ontario,PLC,2021-09-20 00:00:00,,Ali Ehsassi,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/EhsassiAli_Lib.jpg
Laval—Les Îles,Québec,PLC,2021-09-20 00:00:00,,Fayçal El-Khoury,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/ElKhouryFayçal_Lib.jpg
Cumberland—Colchester,Provinces maritimes,PCC,2021-09-20 00:00:00,,Stephen Ellis,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/FuhrStephen_Lib.jpg
Chatham-Kent—Leamington,Ontario,PCC,2021-09-20 00:00:00,,Dave Epp,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/EppDave_CPC.jpg
Beaches—East York,Ontario,PLC,2021-09-20 00:00:00,,Nathaniel Erskine-Smith,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/CullenNathan_NDP.jpg
Provencher,Manitoba,PCC,2021-09-20 00:00:00,,Ted Falk,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/BachrachTaylor_NDP.jpg
Abbotsford,Colombie-Britannique,PCC,2021-09-20 00:00:00,,Ed Fast,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/FastEd_CPC.jpg
Hull—Aylmer,Québec,PLC,2021-09-20 00:00:00,,Greg Fergus,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/FergusGreg_Lib.jpg
Halifax,Provinces maritimes,PLC,2021-09-20 00:00:00,,Andy Fillmore,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/FillmoreAndy_Lib.jpg
Dartmouth—Cole Harbour,Provinces maritimes,PLC,2021-09-20 00:00:00,,Darren Fisher,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/FisherDarren_Lib.jpg
Mississauga-Est—Cooksville,Ontario,PLC,2021-09-20 00:00:00,,Peter Fonseca,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/ManlyPaul_GP.jpg
Rivière-du-Nord,Québec,BQ,2021-09-20 00:00:00,,Rhéal Éloi Fortin,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/FortinRhéal_BQ.jpg
London-Centre-Nord,Ontario,PLC,2021-09-20 00:00:00,,Peter Fragiskatos,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/FonsecaPeter_Lib.jpg
Nova-Centre,Provinces maritimes,PLC,2021-09-20 00:00:00,,Sean Fraser,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/LemireSébastien_BQ.jpg
Mississauga—Malton,Ontario,PLC,2021-09-20 00:00:00,,Iqwinder Gaheer,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/GaheerIqwinder_Lib.jpg
Mirabel,Québec,BQ,2021-09-20 00:00:00,,Jean-Denis Garon,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/GaronJeanDenis_BQ.jpg
Esquimalt—Saanich—Sooke,Colombie-Britannique,NPD,2021-09-20 00:00:00,,Randall Garrison,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/GarrisonRandall_NDP.jpg
Montmagny—L'Islet—Kamouraska—Rivière-du-Loup,Québec,PCC,2021-09-20 00:00:00,,Bernard Généreux,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/GénéreuxBernard_CPC.jpg
Sherwood Park—Fort Saskatchewan,Alberta,PCC,2021-09-20 00:00:00,,Garnett Genuis,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/GenuisGarnett_CPC.jpg
Kingston et les Îles,Ontario,PLC,2021-09-20 00:00:00,,Mark Gerretsen,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/EykingMark_Lib.jpg
Portneuf—Jacques-Cartier,Québec,PCC,2021-09-20 00:00:00,,Joël Godin,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/GodinJoël_CPC.jpg
Lévis—Lotbinière,Québec,PCC,2021-09-20 00:00:00,,Jacques Gourde,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/GourdeJacques_CPC.jpg
Hamilton-Centre,Ontario,NPD,2021-09-20 00:00:00,,Matthew Green,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/JenerouxMatt_CPC.jpg
Laurier—Sainte-Marie,Québec,PLC,2021-09-20 00:00:00,,Steven Guilbeault,H,44,https://cdn-icons-png.flaticon.com/512/1/1247.png
Calgary Forest Lawn,Alberta,PCC,2021-09-20 00:00:00,,Jasraj Singh Hallan,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/HallanJasrajSingh_CPC.jpg
Yukon,Territoires,PLC,2021-09-20 00:00:00,,Brendan Hanley,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/HanleyBrendan_Lib.jpg
Fleetwood—Port Kells,Colombie-Britannique,PLC,2021-09-20 00:00:00,,Ken Hardie,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/HardieKen_Lib.jpg
Prince Albert,Saskatchewan,PCC,2021-09-20 00:00:00,,Randy Hoback,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/HobackRandy_CPC.jpg
Ajax,Ontario,PLC,2021-09-20 00:00:00,,Mark Holland,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/GerretsenMark_Lib.jpg
Mont-Royal,Québec,PLC,2021-09-20 00:00:00,,Anthony Housefather,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/HousefatherAnthony_Lib.jpg
York-Sud—Weston,Ontario,PLC,2021-09-20 00:00:00,,Ahmed Hussen,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/HussenAhmedD_Lib.jpg
Alfred-Pellan,Québec,PLC,2021-09-20 00:00:00,,Angelo Iacono,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/IaconoAngelo_Lib.jpg
Edmonton Riverbend,Alberta,PCC,2021-09-20 00:00:00,,Matt Jeneroux,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/MihychukMaryAnn_Lib.jpg
Courtenay—Alberni,Colombie-Britannique,NPD,2021-09-20 00:00:00,,Gord Johns,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/JohnsGord_NDP.jpg
Richmond Hill,Ontario,PLC,2021-09-20 00:00:00,,Majid Jowhari,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/JowhariMajid_Lib.jpg
New Westminster—Burnaby,Colombie-Britannique,NPD,2021-09-20 00:00:00,,Peter Julian,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/FragiskatosPeter_Lib.jpg
Cape Breton—Canso,Provinces maritimes,PLC,2021-09-20 00:00:00,,Mike Kelloway,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/RempelMichelle_CPC.jpg
Calgary Rocky Ridge,Alberta,PCC,2021-09-20 00:00:00,,Pat Kelly,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/FinniganPat_Lib.jpg
Souris—Moose Mountain,Saskatchewan,PCC,2021-09-20 00:00:00,,Robert Kitchen,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/MorrisseyRobertJ._Lib.jpg
Calgary Shepard,Alberta,PCC,2021-09-20 00:00:00,,Tom Kmiec,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/KmiecTom_CPC.jpg
Regina—Wascana,Saskatchewan,PCC,2021-09-20 00:00:00,,Michael Kram,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/CoteauMichael_Lib.jpg
Battle River—Crowfoot,Alberta,PCC,2021-09-20 00:00:00,,Damien Kurek,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/KurekDamien_CPC.jpg
Windsor—Tecumseh,Ontario,PLC,2021-09-20 00:00:00,,Irek Kusmierczyk,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/KusmierczykIrek_Lib.jpg
Edmonton—Wetaskiwin,Alberta,PCC,2021-09-20 00:00:00,,Mike Lake,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/BossioMike_Lib.jpg
LaSalle—Émard—Verdun,Québec,PLC,2021-09-20 00:00:00,,David Lametti,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/LamettiDavid_Lib.jpg
Winnipeg-Nord,Manitoba,PLC,2021-09-20 00:00:00,,Kevin Lamoureux,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/LamoureuxKevin_Lib.jpg
Argenteuil—La Petite-Nation,Québec,PLC,2021-09-20 00:00:00,,Stéphane Lauzon,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/KusieStephanie_CPC.jpg
Northumberland—Peterborough-Sud,Ontario,PCC,2021-09-20 00:00:00,,Philip Lawrence,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/McColemanPhil_CPC.jpg
Beauséjour,Provinces maritimes,PLC,2021-09-20 00:00:00,,Dominic LeBlanc,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/LeblancDominic_Lib.jpg
Beauce,Québec,PCC,2021-09-20 00:00:00,,Richard Lehoux,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/MartelRichard_CPC.jpg
Abitibi—Témiscamingue,Québec,BQ,2021-09-20 00:00:00,,Sébastien Lemire,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/CormierSerge_Lib.jpg
Essex,Ontario,PCC,2021-09-20 00:00:00,,Chris Lewis,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/LewisChris_CPC.jpg
Calgary Signal Hill,Alberta,PCC,2021-09-20 00:00:00,,Ron Liepert,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/McKinnonRon_Lib.jpg
Louis-Hébert,Québec,PLC,2021-09-20 00:00:00,,Joël Lightbound,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/LightboundJoël_Lib.jpg
Sturgeon River—Parkland,Alberta,PCC,2021-09-20 00:00:00,,Dane Lloyd,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/LloydDane_CPC.jpg
Huron—Bruce,Ontario,PCC,2021-09-20 00:00:00,,Ben Lobb,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/LobbBen_CPC.jpg
Saint John—Rothesay,Provinces maritimes,PLC,2021-09-20 00:00:00,,Wayne Long,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/LongWayne_Lib.jpg
Guelph,Ontario,PLC,2021-09-20 00:00:00,,Lloyd Longfield,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/LongfieldLloyd_Lib.jpg
Kitchener—Conestoga,Ontario,PLC,2021-09-20 00:00:00,,Tim Louis,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/MulcairThomas_NDP.jpg
Cardigan,Provinces maritimes,PLC,2021-09-20 00:00:00,,Lawrence MacAulay,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/MacAulayLawrence_Lib.jpg
Malpeque,Provinces maritimes,PLC,2021-09-20 00:00:00,,Heath MacDonald,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/MacDonaldHeath_CPC.jpg
Cowichan—Malahat—Langford,Colombie-Britannique,NPD,2021-09-20 00:00:00,,Alistair MacGregor,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/MacGregorAllistair_NDP.jpg
Gatineau,Québec,PLC,2021-09-20 00:00:00,,Steven MacKinnon,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/GuilbeaultSteven_Lib.jpg
Brandon—Souris,Manitoba,PCC,2021-09-20 00:00:00,,Larry Maguire,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/MaguireLarry_CPC.jpg
Etobicoke—Lakeshore,Ontario,PLC,2021-09-20 00:00:00,,James Maloney,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/MaloneyJames_Lib.jpg
Chicoutimi—Le Fjord,Québec,PCC,2021-09-20 00:00:00,,Richard Martel,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/PerkinsRick_CPC.jpg
Windsor-Ouest,Ontario,NPD,2021-09-20 00:00:00,,Brian Masse,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/MasseBrian_NDP.jpg
Cambridge,Ontario,PLC,2021-09-20 00:00:00,,Bryan May,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/MayBryan_Lib.jpg
Dauphin—Swan River—Neepawa,Manitoba,PCC,2021-09-20 00:00:00,,Dan Mazier,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/MazierDan_CPC.jpg
Edmonton-Ouest,Alberta,PCC,2021-09-20 00:00:00,,Kelly McCauley,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/McCauleyKelly_CPC.jpg
Avalon,Provinces maritimes,PLC,2021-09-20 00:00:00,,Ken McDonald,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/McDonaldKen_Lib.jpg
Ottawa-Sud,Ontario,PLC,2021-09-20 00:00:00,,David McGuinty,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/McGuintyDavidJ._Lib.jpg
Scarborough—Guildwood,Ontario,PLC,2021-09-20 00:00:00,,John McKay,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/McKayJohn_Lib.jpg
Coquitlam—Port Coquitlam,Colombie-Britannique,PLC,2021-09-20 00:00:00,,Ron McKinnon,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/AmbroseRona_CPC.jpg
Calgary-Centre,Alberta,PCC,2021-09-20 00:00:00,,Greg McLean,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/McLeanGreg_CPC.jpg
Territoires du Nord-Ouest,Territoires,PLC,2021-09-20 00:00:00,,Michael McLeod,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/KramMichael_CPC.jpg
Kenora,Ontario,PCC,2021-09-20 00:00:00,,Eric Melillo,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/MelilloEric_CPC.jpg
Eglinton—Lawrence,Ontario,PLC,2021-09-20 00:00:00,,Marco Mendicino,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/MendicinoMarco_Lib.jpg
Richmond-Centre,Colombie-Britannique,PLC,2021-09-20 00:00:00,,Wilson Miao,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/MiaoWilson_Lib.jpg
Ville-Marie—Le Sud-Ouest—Île-des-Soeurs,Québec,PLC,2021-09-20 00:00:00,,Marc Miller,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/GarneauMarc_Lib.jpg
Fundy Royal,Provinces maritimes,PCC,2021-09-20 00:00:00,,Rob Moore,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/MorrisonRob_CPC.jpg
Charleswood—St. James—Assiniboia—Headingley,Manitoba,PCC,2021-09-20 00:00:00,,Marty Morantz,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/ShieldsMartin_CPC.jpg
Kitchener-Centre,Ontario,PV,2021-09-20 00:00:00,,Mike Morrice,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/KellowayMike_Lib.jpg
Kootenay—Columbia,Colombie-Britannique,PCC,2021-09-20 00:00:00,,Rob Morrison,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/NicholsonRob_CPC.jpg
Egmont,Provinces maritimes,PLC,2021-09-20 00:00:00,,Robert Morrissey,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/KitchenRobert_CPC.jpg
Medicine Hat—Cardston—Warner,Alberta,PCC,2021-09-20 00:00:00,,Glen Motz,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/MotzGlen_CPC.jpg
Flamborough—Glanbrook,Ontario,PCC,2021-09-20 00:00:00,,Dan Muys,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/MuysDan_CPC.jpg
Ottawa-Centre,Ontario,PLC,2021-09-20 00:00:00,,Yasir Naqvi,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/NaqviYasir_Lib.jpg
Perth—Wellington,Ontario,PCC,2021-09-20 00:00:00,,John Nater,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/NaterJohn_CPC.jpg
Vancouver Granville,Colombie-Britannique,PLC,2021-09-20 00:00:00,,Taleeb Noormohamed,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/VanPoptaTako_CPC.jpg
Don Valley-Ouest,Ontario,PLC,2021-09-20 00:00:00,,Robert Oliphant,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/SopuckRobert_CPC.jpg
St. John's-Sud—Mount Pearl,Provinces maritimes,PLC,2021-09-20 00:00:00,,Seamus O'Regan,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/CaseySean_Lib.jpg
Durham,Ontario,PCC,2021-09-20 00:00:00,,Erin O'Toole,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/OTooleErin_CPC.jpg
Cypress Hills—Grasslands,Saskatchewan,PCC,2021-09-20 00:00:00,,Jeremy Patzer,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/PatzerJeremy_CPC.jpg
Charlesbourg—Haute-Saint-Charles,Québec,PCC,2021-09-20 00:00:00,,Pierre Paul-Hus,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/NantelPierre_NDP.jpg
South Shore—St. Margarets,Provinces maritimes,PCC,2021-09-20 00:00:00,,Rick Perkins,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/MooreRob_CPC.jpg
Berthier—Maskinongé,Québec,BQ,2021-09-20 00:00:00,,Yves Perron,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/PerronYves_BQ.jpg
Bécancour—Nicolet—Saurel,Québec,BQ,2021-09-20 00:00:00,,Louis Plamondon,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/PlamondonLouis_BQ.jpg
Carleton,Ontario,PCC,2021-09-20 00:00:00,,Pierre Poilievre,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/PaulHusPierre_CPC.jpg
Thunder Bay—Rainy River,Ontario,PLC,2021-09-20 00:00:00,,Marcus Powlowski,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/PowlowskiMarcus_Lib.jpg
Richmond—Arthabaska,Québec,Ind.,2021-09-20 00:00:00,,Alain Rayes,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/RayesAlain_CPC.jpg
Saskatoon-Ouest,Saskatchewan,PCC,2021-09-20 00:00:00,,Brad Redekopp,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/RedekoppBrad_CPC.jpg
Lanark—Frontenac—Kingston,Ontario,PCC,2021-09-20 00:00:00,,Scott Reid,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/SimmsScott_Lib.jpg
Banff—Airdrie,Alberta,PCC,2021-09-20 00:00:00,,Blake Richards,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/RichardsBlake_CPC.jpg
Marc-Aurèle-Fortin,Québec,PLC,2021-09-20 00:00:00,,Yves Robillard,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/RobillardYves_Lib.jpg
Honoré-Mercier,Québec,PLC,2021-09-20 00:00:00,,Pablo Rodriguez,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/AlghabraOmar_Lib.jpg
Bonavista—Burin—Trinity,Provinces maritimes,PLC,2021-09-20 00:00:00,,Churence Rogers,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/RogersChurence_Lib.jpg
Nipissing—Timiskaming,Ontario,PLC,2021-09-20 00:00:00,,Anthony Rota,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/RotaAnthony_Lib.jpg
Bruce—Grey—Owen Sound,Ontario,PCC,2021-09-20 00:00:00,,Alex Ruff,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/RuffAlex_CPC.jpg
Vancouver-Sud,Colombie-Britannique,PLC,2021-09-20 00:00:00,,Harjit S. Sajjan,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/SajjanHarjit_Lib.jpg
Sackville—Preston—Chezzetcook,Provinces maritimes,PLC,2021-09-20 00:00:00,,Darrell Samson,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/SamsonDarrell_Lib.jpg
Surrey-Centre,Colombie-Britannique,PLC,2021-09-20 00:00:00,,Randeep Sarai,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/SaraiRandeep_Lib.jpg
Saint-Hyacinthe—Bagot,Québec,BQ,2021-09-20 00:00:00,,Simon-Pierre Savard-Tremblay,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/SidhuSonia_Lib.jpg
Lac-Saint-Louis,Québec,PLC,2021-09-20 00:00:00,,Francis Scarpaleggia,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/ScarpaleggiaFrancis_Lib.jpg
Regina—Qu'Appelle,Saskatchewan,PCC,2021-09-20 00:00:00,,Andrew Scheer,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/ScheerAndrew_CPC.jpg
Vaudreuil—Soulanges,Québec,PLC,2021-09-20 00:00:00,,Peter Schiefke,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/KentPeter_CPC.jpg
Haliburton—Kawartha Lakes—Brock,Ontario,PCC,2021-09-20 00:00:00,,Jamie Schmale,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/SchmaleJamie_CPC.jpg
Dufferin—Caledon,Ontario,PCC,2021-09-20 00:00:00,,Kyle Seeback,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/SeebackKyle_CPC.jpg
Nickel Belt,Ontario,PLC,2021-09-20 00:00:00,,Marc Serré,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/MillerMarc_Lib.jpg
Sault Ste. Marie,Ontario,PLC,2021-09-20 00:00:00,,Terry Sheehan,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/DuguidTerry_Lib.jpg
Bow River,Alberta,PCC,2021-09-20 00:00:00,,Martin Shields,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/ChampouxMartin_BQ.jpg
Barrie—Springwater—Oro-Medonte,Ontario,PCC,2021-09-20 00:00:00,,Doug Shipley,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/ShipleyDoug_CPC.jpg
Brampton-Est,Ontario,PLC,2021-09-20 00:00:00,,Maninder Sidhu,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/SidhuManinder_Lib.jpg
Jonquière,Québec,BQ,2021-09-20 00:00:00,,Mario Simard,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/BeaulieuMario_BQ.jpg
Burnaby-Sud,Colombie-Britannique,NPD,2021-09-20 00:00:00,,Jagmeet Singh,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/SinghJagmeet_NDP.jpg
